"goodreads_book_id","best_book_id","work_id","authors","original_publication_year","original_title","title","language_code","average_rating","ratings_count","work_text_reviews_count"
165395,165395,3017660,"Rita Mae Brown",1973,"Rubyfruit Jungle","Rubyfruit Jungle","English",3.88,22583,804
12588363,12588363,17603066,"Lauren Kate",2012,"Fallen in Love","Fallen in Love (Fallen, #3.5)","English",3.77,30759,1652
18225810,18225810,24902370,"Raina Telgemeier",2014,"Sisters","Sisters","English",4.29,23347,3290
536982,536982,524423,"D.J. MacHale",2003,"The Never War","The Never War (Pendragon, #3)","English",4.12,24219,474
15566,15566,764,"Terry Brooks",1992,"The Elf Queen of Shannara","The Elf Queen of Shannara (Heritage of Shannara, #3)","English",4.02,23895,182
201342,201342,1178215,"Brian Jacques",1990,"Mattimeo","Mattimeo (Redwall, #3)","English",4.02,26345,376
22886612,22886612,42456264,"James S.A. Corey",2015,"Nemesis Games","Nemesis Games (The Expanse, #5)","English",4.37,20681,1605
5509321,5509321,5617267,"David Baldacci",2009,"First Family","First Family (Sean King & Michelle Maxwell, #4)","English",3.98,22203,1692
257845,257845,1320617,"Charles Portis",1968,"True Grit","True Grit","English",4.12,21199,3761
653396,653396,2067235,"Susan  Jeffers",1987,"Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action","Feel the Fear and Do It Anyway","English",4.01,18278,672
17792606,17792606,24886836,"Katy Evans",2013,"Mine","Mine (Real, #2)","English",4.29,39411,3107
13538552,13538552,18274537,"Matthew Dicks",2012,"Memoirs of an Imaginary Friend","Memoirs of an Imaginary Friend","English",4.1,18344,4043
4835,4835,1934157,"Salman Rushdie, Paul Birkbeck",1990,"Haroun and the Sea of Stories","Haroun and the Sea of Stories (Khalifa Brothers, #1)","English",4.01,19221,1941
13450339,20759393,18972016,"Kresley Cole",2012,"Poison Princess","Poison Princess (The Arcana Chronicles, #1)","English",4.14,25679,3753
83143,83143,594714,"Paullina Simons",2003,"Tatiana and Alexander (The Bronze Horseman, #2)","Tatiana and Alexander (The Bronze Horseman, #2)","English",4.3,20654,2067
17910124,17910124,25095579,"Brian Staveley",2014,"The Emperor's Blades","The Emperor's Blades (Chronicle of the Unhewn Throne, #1)","English",4.15,19877,1882
18723,18723,869942,"Monica Ali",2003,"Brick Lane","Brick Lane","English",3.38,21002,1572
18079804,18079804,24802827,"Sally Green",2014,"Half Bad","Half Bad (The Half Bad Trilogy, #1)","English",3.8,26913,5550
53639,53639,1560878,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946,"Βίος και πολιτεία του Αλέξη Ζορμπά","Zorba the Greek","English",4.1,15203,2393
598117,598117,951154,"William H. Armstrong, James Barkley",1969,"Sounder","Sounder","English",3.96,24061,919
11337189,11337189,16265802,"Lawrence M. Krauss, Richard Dawkins",2012,"A Universe from Nothing: Why There Is Something Rather Than Nothing","A Universe from Nothing: Why There Is Something Rather Than Nothing","English",3.92,17204,1038
1970449,1970449,2338187,"Slash, Anthony Bozza",2007,"Slash","Slash","English",3.96,17989,977
8475505,8475505,13340323,"Rachel Hawkins",2014,"Rebel Belle","Rebel Belle (Rebel Belle, #1)","English",3.88,30506,5046
32254,32254,216590,"Tess Gerritsen",2006,"The Mephisto Club","The Mephisto Club (Rizzoli & Isles, #6)","English",4.01,23378,1405
73297,73297,281071,"Francine Rivers",1995,"The Scarlet Thread","The Scarlet Thread","English",4.14,21233,715
24814,24814,25601,"Bill Watterson",1996,"It's a Magical World: A Calvin and Hobbes Collection","It's a Magical World: A Calvin and Hobbes Collection","English",4.75,22351,264
10033,10033,973089,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",1943,"L'être et le néant","Being and Nothingness","English",3.94,19897,311
27333,27333,880193,"Rachel Carson, Linda Lear, Edward O. Wilson",1962,"Silent Spring","Silent Spring","English",3.94,24027,1415
13452375,13452375,18978261,"Brandon Sanderson",2012,"Legion","Legion (Legion, #1)","English",4.13,20291,2235
23215469,23215469,42694591,"Holly Madison",2015,"Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny","Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny","English",3.4,13213,2379
10343389,10343389,15246115,"James Patterson",2011,"Kill Alex Cross","Kill Alex Cross (Alex Cross #18)","English",4,20206,1499
18505784,18505784,26612089,"Nadia Hashimi",2014,"The Pearl that Broke Its Shell","The Pearl That Broke Its Shell","English",4.12,19016,2786
7826116,7826116,7245151,"Scott Westerfeld, Keith Thompson",2010,"Behemoth","Behemoth (Leviathan, #2)","English",4.18,30049,2449
72536,72536,118905,"Martha Stout",2005,"The Sociopath Next Door","The Sociopath Next Door","English",3.75,21550,1896
79422,79422,585352,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,"Y: The Last Man, Vol. 8: Kimono Dragons","Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)","English",4.22,23842,330
261331,261331,1296201,"Jennifer Donnelly",2002,"The Tea Rose","The Tea Rose (The Tea Rose, #1)","English",4.18,22448,2496
8680418,10381195,13552477,"Ben Aaronovitch",2011,"Moon Over Soho","Moon Over Soho (Peter Grant, #2)","English",4.1,16566,2098
17456328,17456328,24347842,"Charles Belfoure",2013,"The Paris Architect","The Paris Architect","English",3.98,18925,2844
12954620,12954620,18111704,"Morgan Rhodes, Michelle Rowen",2012,"Falling Kingdoms","Falling Kingdoms (Falling Kingdoms, #1)","English",3.83,32623,5702
244383,244383,52321,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",2004,"Ask and It Is Given: Learning to Manifest Your Desires","Ask and It Is Given: Learning to Manifest Your Desires","English",4.18,17170,504
7005479,7005479,6825396,"Isabel Allende, Margaret Sayers Peden",2009,"La isla bajo el mar","Island Beneath the Sea","English",4.01,18864,2613
80176,80176,191520,"Sherwood Anderson",1919,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life","Winesburg, Ohio","English",3.84,20125,1780
22717015,22717015,42244477,"Jamie McGuire",2015,"Beautiful Redemption","Beautiful Redemption (The Maddox Brothers, #2)","English",4.15,28845,2745
89656,89656,2513787,"Sue Grafton",1986,"C is for Corpse","C is for Corpse  (Kinsey Millhone, #3)","English",3.87,29204,910
156533,156533,1584088,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2004,"Y: The Last Man Vol. 5: Ring of Truth","Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)","English",4.27,24606,418
15096,15096,10730819,"Joanne Harris",2001,"Five Quarters of the Orange","Five Quarters of the Orange","English",3.83,23332,2091
2748,2748,851428,"Douglas Coupland",1995,"Microserfs","Microserfs","English",3.88,19516,808
15799936,15799936,21523228,"Matthew Inman, The Oatmeal",2012,"How to Tell If Your Cat Is Plotting to Kill You","How to Tell If Your Cat Is Plotting to Kill You","English",3.95,22994,1522
93947,93947,935868,"David Baldacci",2007,"Simple Genius","Simple Genius (Sean King & Michelle Maxwell, #3)","English",3.89,22171,1424
8960,8960,166363,"Darren Shan",2001,"Vampire Mountain (Cirque du Freak, #4)","Vampire Mountain (Cirque Du Freak, #4)","English",4.16,23847,665
14185,14185,1399376,"Philip K. Dick",1965,"The Three Stigmata of Palmer Eldritch","The Three Stigmata of Palmer Eldritch","English",4.01,20140,1114
23128304,23128304,42676389,"Haruki Murakami, Ted Goossen",2005,"ふしぎな図書館  Fushigi na toshokan","The Strange Library","English",3.55,18806,3995
9598,9598,834005,"Kurt Vonnegut Jr.",1982,"Deadeye Dick","Deadeye Dick","English",3.8,19212,637
8579016,8579016,17359118,"Rhonda Byrne",2009,"The Power (The Secret, #2)","The Power (The Secret, #2)","English",4.09,16917,862
181886,181886,175757,"Diana L. Paxson, Marion Zimmer Bradley",2004,"Ancestors of Avalon","Ancestors of Avalon (Avalon, #5)","English",3.89,21408,140
398323,398323,3321103,"Per Petterson, Anne Born",2003,"Ut og stjæle hester","Out Stealing Horses","English",3.79,19199,3715
51078,51078,49853,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",1993,"Batman: Knightfall, Part One: Broken Bat","Batman: Knightfall, Vol. 1: Broken Bat","English",4.08,18298,191
25451555,25451555,45216378,"Brian K. Vaughan, Fiona Staples",2015,"Saga, Volume Five","Saga, Vol. 5 (Saga, #5)","English",4.44,29429,2570
206196,206196,2164503,"Brad Thor",2002,"The Lions of Lucerne","The Lions of Lucerne (Scot Harvath, #1)","English",4.04,18770,1129
102733,102733,1733092,"Stephen King, Willem Dafoe",1989,"Four Past Midnight","One Past Midnight: The Langoliers","English",3.82,22326,360
207569,13164526,1282066,"Elizabeth George Speare",1983,"The Sign of the Beaver","The Sign of the Beaver","English",3.77,20450,1317
46227,46227,900807,"John Fante, Charles Bukowski",1939,"Ask the dust","Ask the Dust (Arturo Bandini, #3)","English",4.14,16226,1398
470495,470495,1948077,"Rick Bragg",1997,"All Over But the Shoutin'","All Over But the Shoutin'","English",4.09,21072,1444
32433,32433,359562,"Leigh Nichols, Dean Koontz",1979,"The Key to Midnight","The Key to Midnight","English",3.93,22578,236
13554713,13554713,21596076,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012,"Grimm Tales for Young and Old","Fairy Tales from the Brothers Grimm: A New English Version","English",4.11,17219,812
43886,43886,43276,"Terry Goodkind",1998,"Debt of Bones (The Sword of Truth, #0.5)","Debt of Bones (Sword of Truth, #0.5)","English",3.85,23279,496
26114,26114,1457765,"Milan Kundera",1967,"Žert","The Joke","English",3.99,16464,822
12326627,12326627,17305270,"Philippa Gregory",2013,"The White Princess","The White Princess (The Plantagenet and Tudor Novels, #5)","English",3.85,22584,2390
377425,377425,1047993,"Stephen Coonts",1986,"Flight of the Intruder","Flight of the Intruder (Jake Grafton #1)","English",4.04,21765,134
11313,11313,1358831,"Susan Cooper",1977,"Silver on the Tree","Silver on the Tree (The Dark is Rising, #5)","English",4.16,25818,552
225774,225774,218676,"Enid Bagnold",1935,"National Velvet","National Velvet","English",4.09,22682,195
211099,211099,204315,"Richard Branson",2011,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","English",3.97,26225,844
5983057,5983057,6156487,"Elizabeth Kostova",2010,"The Swan Thieves","The Swan Thieves","English",3.53,23399,3969
12444166,12444166,17427104,"Karen Marie Moning",2012,"Iced","Iced (Fever, #6)","English",4.13,28890,4066
15062217,15062217,20716929,"Peter Clines",2012,"14","14","English",3.92,20011,2777
9165406,9165406,14044509,"Gary D. Schmidt",2011,"Okay for Now","Okay for Now","English",4.19,24254,4481
85957,85957,122876,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist","Assassins (Left Behind, #6)","English",3.98,24143,335
13521459,13521459,19082135,"Joe Abercrombie",2012,"Red Country","Red Country (First Law World, #6)","English",4.27,19926,1420
13202092,13202092,18385042,"Scott Jurek, Steve Friedman",2012,"Eat And Run","Eat and Run: My Unlikely Journey to Ultramarathon Greatness","English",3.95,17376,1622
7093222,7093222,7262107,"Karin Slaughter",2010,"Broken","Broken (Will Trent, #4)","English",4.2,22244,1180
18656006,18656006,26470741,"Elin Hilderbrand",2014,"The Matchmaker","The Matchmaker","English",3.82,19094,2013
50930,50930,122832,"Tim LaHaye, Jerry B. Jenkins",2000,"The Mark: The Beast Rules the World","The Mark (Left Behind, #8)","English",4.02,21668,293
2113410,2113410,2212314,"Marisa de los Santos",2008,"Belong to Me","Belong to Me","English",3.84,22521,3319
57727,57727,2589940,"James Ellroy",1990,"L.A. Confidential","L.A. Confidential (L.A. Quartet, #3)","English",4.2,21511,643
133765,133765,128860,"Joss Whedon, Brett Matthews, Will Conrad",2006,"Those Left Behind (Serenity, #1)","Those Left Behind (Serenity, #1)","English",4.04,23220,938
63461,63461,3139048,"Larry McMurtry",1975,"Terms of Endearment","Terms of Endearment","English",4.15,21352,289
84142,17332310,613039,"Sherrilyn Kenyon",2004,"Kiss of the Night","Kiss of the Night (Dark-Hunter, #4)","English",4.24,21022,1100
474634,474634,1288038,"Madeleine Wickham",1999,"The Wedding Girl","The Wedding Girl","English",3.47,20501,924
8069535,8069535,12769820,"Carrie Jones",2010,"Entice","Entice (Need, #3)","English",4.03,28584,1231
3764,3764,2918888,"Ian Fleming",1957,"From Russia, with Love","From Russia With Love (James Bond, #5)","English",3.88,19802,860
24731,24731,1267673,"T.C. Boyle",1995,"The Tortilla Curtain","The Tortilla Curtain","English",3.64,20921,2636
6368611,6368611,6556073,"Melissa Marr",2011,"Darkest Mercy","Darkest Mercy (Wicked Lovely, #5)","English",4.11,29069,1552
13624367,13624367,19228205,"R.L. Mathewson",2012,"Checkmate (A Neighbor from Hell, #3)","Checkmate (Neighbor from Hell, #3)","English",4.15,38343,1961
34534,34534,1179689,"Terry Pratchett",2001,"The Amazing Maurice and His Educated Rodents","The Amazing Maurice and His Educated Rodents (Discworld, #28)","English",4.04,24279,1145
771332,771332,757389,"Eugene B. Sledge, Paul Fussell",1981,"With The Old Breed: At Peleliu And Okinawa","With the Old Breed: At Peleliu and Okinawa","English",4.4,16952,1232
42369,42369,1000219,"Eleanor Estes, Louis Slobodkin",1944,"The Hundred Dresses","The Hundred Dresses","English",4.07,26136,1983
13481275,13481275,19014102,"Sarah Addison Allen",2014,"Lost Lake","Lost Lake (Lost Lake, #1)","English",3.85,24271,4104
18244799,25208536,25693920,"Meredith Wild",2013,"Hardwired","Hardwired (Hacker, #1)","English",4.07,9235,2003
15705011,15705011,21367527,"Tracy Chevalier",2013,"The Last Runaway","The Last Runaway","English",3.78,20997,3436
345299,345299,3898719,"Steven Erikson",2004,"Midnight Tides","Midnight Tides (The Malazan Book of the Fallen, #5)","English",4.34,20725,750
17332969,17332969,24065011,"Kass Morgan",2013,"The 100","The 100 (The 100, #1)","English",3.56,26762,4827
9666812,9666812,13306097,"Alexandra Adornetto",2011,"Hades","Hades (Halo, #2)","English",3.97,27679,1517
156530,156530,1584087,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,"Y: The Last Man Vol. 3: One Small Step","Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","English",4.22,24954,550
867248,867248,650820,"Karma Wilson, Jane Chapman",2002,"Bear Snores On","Bear Snores On","English",4.25,24556,604
30253864,30253864,50723245,"Lauren Graham",2016,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between","Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between","English",4.04,30471,5022
317282,317282,308098,"Gabrielle Zevin",2007,"Memoirs of a Teenage Amnesiac","Memoirs of a Teenage Amnesiac","English",3.7,28373,2446
7983,7983,551326,"Brian Jacques, Gary Chalk",1992,"Salamandastron","Salamandastron (Redwall, #5)","English",4.05,23723,249
4932435,4932435,4998084,"Melina Marchetta",2008,"Finnikin of the Rock","Finnikin of the Rock (Lumatere Chronicles, #1)","English",3.93,29401,4036
32650,32650,3140534,"Thomas Hardy, Alexander Theroux",1878,"The Return of the Native","The Return of the Native","English",3.84,24957,1083
11660590,11660590,16605490,"Michael Crichton, Richard   Preston",2011,"Micro","Micro","English",3.38,19460,2791
10037,10037,1006752,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1947,"No Exit and Three Other Plays","No Exit and Three Other Plays","English",4.09,21841,572
46656,46656,4284,"Greg Bear",1998,"Foundation and Chaos (Second Foundation Trilogy, #2)","Foundation and Chaos (Second Foundation Trilogy #2)","English",4.14,21137,69
3832,3832,625423,"P.D. James",1962,"Cover Her Face","Cover Her Face (Adam Dalgliesh #1)","English",3.94,22941,889
8581936,8581936,13451137,"Kiersten White",2011,"Supernaturally","Supernaturally (Paranormalcy, #2)","English",3.92,32807,2251
92855,92855,1245597,"Terry Brooks",1996,"First King of Shannara","First King of Shannara (The Original Shannara Trilogy, #0)","English",3.94,22623,408
7945049,7945049,11453665,"Louise Penny",2010,"Bury Your Dead","Bury Your Dead (Chief Inspector Armand Gamache, #6)","English",4.33,22391,2760
84785,84785,1128040,"Michael Connelly",2007,"The Overlook","The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)","English",3.91,21154,1331
90192,90192,1483780,"Nathaniel Hawthorne, Robert S. Levine",1851,"The House of the Seven Gables","The House of the Seven Gables","English",3.45,23797,1651
295086,295086,286335,"Erin Hunter",2005,"Rising storm","Rising Storm (Warriors, #4)","English",4.38,27260,811
31845516,31845516,48126510,"Glennon Doyle Melton",2016,"Love Warrior","Love Warrior","English",4.1,20094,3190
6449551,6449551,6639657,"Louise Penny",2009,"The Brutal Telling","The Brutal Telling (Chief Inspector Armand Gamache, #5)","English",4.23,21381,2354
45220,45220,3585,"Hannah  Green, Joanne Greenberg",1964,"I Never Promised You a Rose Garden","I Never Promised You a Rose Garden","English",3.85,22420,727
8069828,8069828,12770588,"Cinda Williams Chima",2012,"The Crimson Crown","The Crimson Crown (Seven Realms, #4)","English",4.48,27279,2208
